index,word,count_rank
3096,оркестр,1
3097,орудие,1
3098,осадить,1
3099,осадок,2
3100,освежить,2
3101,освежиться,1
3102,осветить,1
3103,осветлить,1
3104,освещение,2
3105,освободить,2
3106,освободиться,2
3107,оседлать,2
3108,оселок,1
3109,осесть,1
3110,осечься,1
3111,осиротелый,1
3112,осиротеть,1
3113,ослабеть,1
3114,ослабить,1
3115,ослепить,1
3116,осложнение,1
3117,оснастка,1
3118,основа,2
3119,основание,2
3120,основательный,2
3121,особенный,1
3122,особый,2
3123,оставить,2
3124,остановить,2
3125,остановиться,2
3126,остаток,2
3127,остаточный,1
3128,остаться,2
3129,остов,1
3130,осторожный,1
3131,острие,1
3132,остров,1
3133,острый,2
3134,остудиться,1
3135,остыть,2
3136,осудить,1
3137,осыпать,1
3138,осыпаться,2
3139,ось,2
3140,от,2
3141,отбарабанить,2
3142,отбить,2
3143,отболеть,2
3144,отбор,1
3145,отбросить,2
3146,отбыть,1
3147,отвал,2
3148,отвалить,2
3149,отвалиться,2
3150,отвалять,2
3151,отвергнуть,1
3152,отвердеть,1
3153,отвернуть,2
3154,отвернуться,2
3155,отвесить,1
3156,отвести,2
3157,ответ,2
3158,ответвление,2
3159,ответить,2
3160,ответственность,1
3161,отвечать,1
3162,отвлечь,1
3163,отвод,2
3164,отводка,2
3165,отвоевать,2
3166,отворотиться,1
3167,отвратить,1
3168,отвязаться,1
3169,отговорить,1
3170,отголосок,1
3171,отгон,1
3172,отгореть,1
3173,отгранить,1
3174,отгулять,1
3175,отдавать,1
3176,отдаленный,1
3177,отдалиться,1
3178,отдать,2
3179,отдаться,2
3180,отдача,2
3181,отдел,1
3182,отделать,2
3183,отделаться,1
3184,отделение,2
3185,отделить,2
3186,отделиться,2
3187,отдуваться,1
3188,отец,2
3189,отеческий,1
3190,отечь,1
3191,отжать,2
3192,отзвук,2
3193,отзыв,2
3194,отказать,2
3195,отказаться,2
3196,отказник,1
3197,откатать,2
3198,откинуть,2
3199,откипеть,1
3200,отклик,2
3201,отклониться,1
3202,отколоть,1
3203,откорректировать,1
3204,откосить,1
3205,откочевать,1
3206,откровение,2
3207,откровенный,1
3208,открытие,1
3209,открытый,2
3210,открыть,2
3211,открыться,2
3212,откуда,2
3213,откуковать,1
3214,откупить,2
3215,отлететь,2
3216,отлив,2
3217,отлить,2
3218,отличать,1
3219,отличаться,1
3220,отличие,1
3221,отложение,1
3222,отложить,2
3223,отмахать,2
3224,отмежеваться,1
3225,отметить,2
3226,отметка,2
3227,отмолотить,1
3228,отмочить,1
3229,отмыть,1
3230,отнести,2
3231,относительный,1
3232,относиться,2
3233,отношение,2
3234,отнять,2
3235,отогнать,2
3236,отогреть,1
3237,отогреться,1
3238,отодвинуть,2
3239,отодвинуться,2
3240,отодрать,1
3241,отозваться,2
3242,отойти,2
3243,оторвать,2
3244,оторваться,2
3245,отощать,1
3246,отпасть,2
3247,отпереться,1
3248,отпечатать,1
3249,отпечататься,1
3250,отпечаток,1
3251,отплюнуться,1
3252,отпоить,1
3253,отполировать,1
3254,отправить,2
3255,отпуск,2
3256,отпустить,2
3257,отработать,2
3258,отравить,2
3259,отражение,2
3260,отразить,2
3261,отразиться,2
3262,отрез,1
3263,отрезать,2
3264,отрезной,1
3265,отрицание,1
3266,отрицательный,2
3267,отрубить,1
3268,отрыть,1
3269,отряд,1
3270,отсадить,2
3271,отсвечивать,2
3272,отсек,1
3273,отсечь,2
3274,отсеять,1
3275,отсеяться,1
3276,отсидеть,1
3277,отскакать,1
3278,отскочить,2
3279,отслужить,2
3280,отсосать,1
3281,отставить,2
3282,отставной,1
3283,отстать,2
3284,отстоять,1
3285,отстранить,1
3286,отстрелять,1
3287,отстреляться,1
3288,отстукать,2
3289,отступить,2
3290,отсыпать,1
3291,оттащить,1
3292,оттаять,1
3293,оттенить,1
3294,оттенок,2
3295,оттереть,1
3296,оттеснить,2
3297,оттиск,1
3298,отток,1
3299,отторгнуть,1
3300,отточить,1
3301,оттяжка,2
3302,оттянуть,2
3303,оттянуться,1
3304,отуманить,1
3305,отучить,1
3306,отхватить,2
3307,отхлопать,1
3308,отхлынуть,1
3309,отходить,2
3310,отцвести,1
3311,отчалить,2
3312,отчаянный,2
3313,отчесать,1
3314,отчет,1
3315,отчетливый,1
3316,отчужденный,1
3317,отшибить,2
3318,отшить,2
3319,отъем,1
3320,отъехать,1
3321,отыграть,1
3322,отыграться,1
3323,отыгрыш,1
3324,отяжелеть,2
3325,официальный,1
3326,оформить,1
3327,оформиться,1
3328,охватить,2
3329,охлестать,1
3330,охота,2
3331,охотник,1
3332,оценить,1
3333,очаг,2
3334,очарование,2
3335,очередной,2
3336,очередь,2
3337,очерк,2
3338,очертить,1
3339,очистить,2
3340,очиститься,1
3341,очко,2
3342,ощетиниться,2
3343,ощущение,1
3344,павильон,2
3345,падать,2
3346,паж,1
3347,пазуха,2
3348,пакет,2
3349,палата,2
3350,палец,2
3351,палисад,1
3352,палить,2
3353,палка,1
3354,памятник,2
3355,памятный,1
3356,память,2
3357,пан,1
3358,панель,2
3359,панк,1
3360,панорама,2
3361,панорамный,1
3362,пансион,1
3363,пансионер,1
3364,пантеон,2
3365,панцирный,1
3366,панцирь,2
3367,пар,1
3368,пара,2
3369,парадный,1
3370,паразит,1
3371,параллель,2
3372,параллельный,2
3373,параметр,1
3374,парильщик,1
3375,парить,2
3376,париться,2
3377,парный,1
3378,паровик,1
3379,партер,1
3380,партерный,1
3381,партизан,1
3382,партизанский,1
3383,партия,2
3384,парусник,1
3385,парфюмерия,1
3386,паскудить,1
3387,паспорт,1
3388,пассаж,2
3389,пассивный,1
3390,пасть,1
3391,пасха,1
3392,патент,1
3393,патология,1
3394,патриарх,1
3395,патрон,2
3396,паутина,1
3397,пахнуть,1
3398,пачка,1
3399,пачкать,1
3400,пейзаж,1
3401,пекло,1
3402,пелена,2
3403,пена,1
3404,пенек,1
3405,пение,2
3406,пенистый,1
3407,первичный,1
3408,перво,1
3409,первобытный,2
3410,перворазрядный,1
3411,первостатейный,2
3412,первоцвет,1
3413,пере,1
3414,перебегать,2
3415,перебежка,1
3416,перебелить,1
3417,перебеситься,1
3418,перебирать,2
3419,перебить,2
3420,перебиться,1
3421,переболеть,2
3422,перебор,1
3423,перебороть,1
3424,перебрать,2
3425,перебродить,1
3426,перебросить,2
3427,переброситься,2
3428,перебывать,2
3429,перевал,1
3430,перевалить,2
3431,перевалиться,2
3432,перевалка,1
3433,перевалять,1
3434,переварить,2
3435,перевернуть,2
3436,перевернуться,2
3437,перевес,2
3438,перевесить,1
3439,перевести,2
3440,перевестись,1
3441,перевить,1
3442,перевод,2
3443,переводной,2
3444,перевоз,1
3445,переволноваться,1
3446,переворошить,1
3447,переврать,1
3448,перевязать,2
3449,перевязь,1
3450,перегар,1
3451,перегиб,1
3452,переглядеть,1
3453,перегнать,2
3454,перегнуть,1
3455,переговариваться,2
3456,переговорить,1
3457,перегореть,2
3458,перегородка,1
3459,перегрести,2
3460,перегрузить,2
3461,перегрузиться,1
3462,перегрузка,2
3463,перегрызть,1
3464,перегулять,2
3465,перед,2
3466,передавить,1
3467,передать,2
3468,передаться,2
3469,передвигать,2
3470,переделать,1
3471,переделить,1
3472,переделка,1
3473,передернуть,2
3474,передовой,2
3475,передок,1
3476,передрать,1
3477,передраться,1
3478,передряга,1
3479,переедать,2
3480,переезд,1
3481,переехать,2
3482,пережарить,1
3483,пережечь,2
3484,переживание,1
3485,пережим,1
3486,пережимать,2
3487,пережить,2
3488,пережог,1
3489,перезарядить,1
3490,перезванивать,1
3491,переиграть,2
3492,перейти,2
3493,перекат,2
3494,перекатать,1
3495,перекатить,2
3496,перекатиться,2
3497,перекатывать,1
3498,перекатываться,2
3499,перекачать,2
3500,перекачиваться,1
3501,перекидной,1
3502,перекинуть,2
3503,перекинуться,2
3504,перекликаться,2
3505,перековать,2
3506,переколотить,1
3507,переколоть,1
3508,перекопать,2
3509,перекоптить,1
3510,перекос,1
3511,перекосить,1
3512,перекочевать,2
3513,перекошенный,1
3514,перекрахмалить,1
3515,перекрестить,2
3516,перекреститься,2
3517,перекрестье,1
3518,перекривить,1
3519,перекроить,1
3520,перекрутить,2
3521,перекрутиться,2
3522,перекрыть,2
3523,перекупить,1
3524,перекурить,2
3525,перекусить,1
3526,перекутать,1
3527,перекушать,1
3528,перележалый,2
3529,перелет,2
3530,перелететь,2
3531,переливаться,2
3532,перелить,2
3533,переложение,1
3534,переложить,2
3535,перелом,2
3536,переломить,1
3537,перемазать,1
3538,перемаслить,1
3539,перемахнуть,1
3540,перемена,2
3541,перемениться,2
3542,перемерзнуть,1
3543,перемерить,2
3544,перемет,1
3545,переметнуться,1
3546,перемешать,2
3547,перемолоть,2
3548,перемотать,1
3549,перемычка,1
3550,перенести,2
3551,перенос,1
3552,переносить,1
3553,переносчик,1
3554,перенять,1
3555,перепад,1
3556,перепасть,2
3557,перепахать,1
3558,перепев,1
3559,перепечатать,2
3560,переписать,2
3561,переписка,1
3562,переплести,2
3563,переплет,2
3564,переплетение,1
3565,перепустить,2
3566,перепутать,1
3567,переработать,2
3568,переработка,1
3569,перерасти,1
3570,перервать,1
3571,перерваться,1
3572,перерезать,2
3573,перерезаться,1
3574,перерисовать,1
3575,переруб,2
3576,перерубить,1
3577,перерыв,1
3578,пересадить,2
3579,пересдать,1
3580,пересечь,1
3581,пересеять,1
3582,пересидеть,2
3583,пересинить,1
3584,пересказать,1
3585,перескочить,1
3586,пересмотреть,1
3587,переснять,1
3588,переспать,2
3589,перестановка,1
3590,перестроить,2
3591,переступить,1
3592,пересушить,1
3593,пересчитать,1
3594,пересылка,1
3595,пересыпать,2
3596,перетасовать,1
3597,перетереть,1
3598,переточить,1
3599,перетравить,2
3600,переть,2
3601,перетянуть,2
3602,перетянуться,2
3603,переучить,2
3604,перехват,1
3605,перехватать,1
3606,перехватить,2
3607,перехлестнуть,2
3608,перехлестнуться,1
3609,переход,2
3610,переходить,2
3611,переходной,2
3612,переходящий,1
3613,перец,1
3614,перецедить,1
3615,перечеркнуть,1
3616,перечернить,1
3617,перечертить,1
3618,перечесать,1
3619,перечисление,1
3620,перечислить,1
3621,перешагнуть,1
3622,перешибить,1
3623,перешить,2
3624,период,2
3625,периодический,2
3626,переключить,1
3627,перл,2
3628,персона,1
3629,перспектива,2
3630,перспективный,1
3631,перфоратор,1
3632,перфорация,2
3633,перфорировать,1
3634,песенник,2
3635,песенный,1
3636,песнопение,1
3637,песнь,1
3638,песня,2
3639,песок,1
3640,песочница,1
3641,песочный,1
3642,пестреть,1
3643,пестрить,1
3644,песчанка,2
3645,петарда,1
3646,петля,2
3647,петрушка,1
3648,петух,2
3649,петушиный,1
3650,петь,2
3651,печаль,1
3652,печальный,2
3653,печатать,2
3654,печатный,2
3655,печать,2
3656,печенка,1
3657,печь,1
3658,пеший,1
3659,пешка,1
3660,пещерный,1
3661,пигмей,2
3662,пика,1
3663,пикантный,1
3664,пикет,1
3665,пикнуть,1
3666,пилить,2
3667,пирамида,2
3668,пирамидка,1
3669,пирожок,1
3670,пируэт,2
3671,пиршество,1
3672,писание,2
3673,писаный,1
3674,писать,2
3675,писаться,1
3676,пискливый,1
3677,пистолет,1
3678,пистон,2
3679,письменный,2
3680,письмо,2
3681,питание,1
3682,питательный,2
3683,питать,2
3684,пить,2
3685,пихать,1
3686,пищать,2
3687,пищик,1
3688,пиявка,1
3689,плавание,2
3690,плавать,2
3691,плавающий,1
3692,плавить,1
3693,плавка,1
3694,плавный,2
3695,плакат,1
3696,плакать,2
3697,плакировать,1
3698,плакировка,1
3699,плаксивый,1
3700,пламенеть,1
3701,пламенный,2
3702,пламя,2
3703,план,2
3704,планировать,2
3705,планировка,1
3706,планшет,1
3707,пласт,1
3708,пластаться,1
3709,пластика,2
3710,пластилин,1
3711,пластинка,2
3712,пластический,2
3713,пластичный,2
3714,плата,2
3715,платить,2
3716,платонизм,1
3717,платонический,1
3718,платформа,2
3719,плаха,1
3720,плацдарм,2
3721,плач,2
3722,плачевный,1
3723,плашка,2
3724,плебей,2
3725,плевать,2
3726,плеваться,2
3727,плевел,1
3728,плевок,1
3729,племенной,1
3730,племя,2
3731,плен,1
3732,пленка,2
3733,плесень,1
3734,плескать,2
3735,плескаться,2
3736,плести,2
3737,плетение,1
3738,плетушка,2
3739,плечико,1
3740,плечо,2
3741,плешивый,1
3742,плешина,1
3743,плеяда,2
3744,плита,2
3745,плитка,1
3746,плод,2
3747,плодить,1
3748,плодиться,2
3749,плодовитый,1
3750,плодотворный,1
3751,плойка,1
3752,плоский,2
3753,плоскостной,1
3754,плоскость,2
3755,плотность,1
3756,плотный,2
3757,плохо,1
3758,площадка,2
3759,площадь,2
3760,плуг,1
3761,плывучий,1
3762,плыть,2
3763,плюрализм,2
3764,плюс,2
3765,плюхнуть,1
3766,плясать,2
3767,пневматический,1
3768,по,2
3769,победа,2
3770,победить,2
3771,победоносный,1
3772,побелка,1
3773,побить,2
3774,побиться,1
3775,поблекший,2
3776,побороть,2
3777,побочный,1
3778,побросать,1
3779,побрякушка,2
3780,побудить,2
3781,побывать,1
3782,поведение,2
3783,повезти,1
3784,повелевать,1
3785,повергнуть,1
3786,поверить,1
3787,повернуть,2
3788,поверхностный,1
3789,поверхность,1
3790,поверху,2
3791,повесить,1
3792,повествование,1
3793,повеять,2
3794,повинный,1
3795,повиснуть,2
3796,повлечь,1
3797,поволочь,1
3798,поворот,1
3799,поворотный,1
3800,повторение,1
3801,повторить,2
3802,повториться,1
3803,повысить,2
3804,повыситься,2
3805,повышение,1
3806,повязать,2
3807,повязка,2
3808,поганый,2
3809,погасить,2
3810,погаснуть,1
3811,погибель,1
3812,погибнуть,1
3813,погладить,1
3814,поглотить,2
3815,поглядеть,2
3816,погнать,2
3817,погоня,1
3818,погореть,2
3819,пограничный,2
3820,погреб,1
3821,погрешить,1
3822,погрузить,1
3823,погрузиться,2
3824,под,2
3825,подавить,2
3826,подавленный,1
3827,подавляющий,1
3828,подать,2
3829,податься,1
3830,подбить,2
3831,подбой,2
3832,подбросить,2
3833,подвалить,2
3834,подварить,1
3835,подвезти,1
3836,подвергнуться,1
3837,подверженный,1
3838,подвернуть,2
3839,подвернуться,2
3840,подвеска,2
3841,подвести,2
3842,подвижной,2
3843,подвизаться,1
3844,подвинтить,1
3845,подвинуть,1
3846,подвинуться,1
3847,подводный,1
3848,подворье,2
3849,подвывать,1
3850,подвязать,1
3851,подгнить,1
3852,подголосок,1
3853,подгон,1
3854,подготовить,2
3855,подготовиться,2
3856,подгрести,1
3857,поддаваться,1
3858,поддать,2
3859,поддаться,1
3860,подделать,1
3861,поддельный,1
3862,поддержать,2
3863,поддержка,2
3864,поддеть,2
3865,поддон,2
3866,поделать,1
3867,поделаться,1
3868,поделка,1
3869,поджать,2
3870,поджечь,2
3871,подзвездный,1
3872,подзор,1
3873,подиум,1
3874,подкатить,2
3875,подкатиться,2
3876,подкинуть,2
3877,подкладка,2
3878,подклеить,2
3879,подкова,1
3880,подковать,2
3881,подколоть,2
3882,подкоп,1
3883,подкопать,1
3884,подкосить,1
3885,подкрепить,1
3886,подкрепление,1
3887,подкрылок,1
3888,подкупить,1
3889,подкурить,1
3890,подкусить,1
3891,подладить,1
3892,подладиться,1
3893,подлатать,1
3894,подлететь,1
3895,подливка,1
3896,подлинник,2
3897,подлинный,1
3898,подложить,2
3899,подлый,1
3900,подмазка,1
3901,подмалевать,1
3902,подмахнуть,1
3903,подменить,1
3904,подмостки,1
3905,подмыть,1
3906,поднабраться,1
3907,поднажать,1
3908,поднести,2
3909,подниматься,1
3910,подножие,1
3911,подножный,1
3912,поднять,2
3913,подняться,2
3914,подобный,1
3915,подобрать,2
3916,подобраться,2
3917,подогнать,2
3918,подогреть,1
3919,подозрение,1
3920,подойти,2
3921,подорвать,1
3922,подорожник,2
3923,подослать,1
3924,подоспеть,1
3925,подпереть,2
3926,подписать,2
3927,подписаться,2
3928,подписка,1
3929,подпись,1
3930,подплыть,2
3931,подползти,1
3932,подправить,2
3933,подпрыгивать,1
3934,подпрыгнуть,2
3935,подпустить,2
3936,подработать,2
3937,подразделение,1
3938,подрать,1
3939,подрез,1
3940,подрезать,2
3941,подрисовать,1
3942,подрубить,2
3943,подрумянить,1
3944,подрумяниться,1
3945,подручник,1
3946,подручный,2
3947,подрыть,2
3948,подсад,1
3949,подсадить,2
3950,подсасывать,2
3951,подседельный,1
3952,подсечь,2
3953,подсеять,2
3954,подскочить,1
3955,подсмотреть,2
3956,подсохнуть,1
3957,подставить,2
3958,подставка,1
3959,подставной,1
3960,подстегнуть,1
3961,подстроить,1
3962,подступить,2
3963,подсунуть,2
3964,подсучить,1
3965,подтекстовка,1
3966,подтолкнуть,1
3967,подтопка,1
3968,подточить,1
3969,подтянуть,2
3970,подтянуться,2
3971,подумать,2
3972,подхватить,2
3973,подход,1
3974,подцепить,1
3975,подчеркнуть,1
3976,подчинить,2
3977,подчистить,2
3978,подшивка,1
3979,подшить,2
3980,подъезд,1
3981,подъем,2
3982,подыграть,1
3983,поедать,1
3984,поехать,2
3985,пожалеть,1
3986,пожалуйста,2
3987,пожирать,2
3988,позади,1
3989,позанимать,1
3990,поздний,2
3991,позиция,1
3992,познание,1
3993,познать,1
3994,позолота,1
3995,поиск,2
3996,поймать,2
3997,показание,1
3998,показатель,1
3999,показать,2
4000,показаться,2
4001,покачнуться,1
4002,покаяние,1
4003,покидать,1
4004,покинуть,2
4005,поклевать,1
4006,поклон,2
4007,поклониться,2
4008,покоиться,1
4009,покой,1
4010,поколебать,1
4011,поколебаться,1
4012,поколение,2
4013,поколотить,1
4014,поколоть,2
4015,покорить,1
4016,покорный,1
4017,покосить,1
4018,покоситься,1
4019,покривить,1
4020,покричать,1
4021,покров,2
4022,покрыть,2
4023,покрыться,2
4024,покупать,1
4025,пол,2
4026,полагать,1
4027,полдень,1
4028,поле,2
4029,полевой,2
4030,полегчать,1
4031,полет,2
4032,полететь,2
4033,полечь,1
4034,ползать,1
4035,ползти,2
4036,ползунок,1
4037,ползучий,2
4038,полигон,1
4039,политик,1
4040,политика,2
4041,политический,1
4042,политэкономия,1
4043,полиция,1
4044,полка,2
4045,полновесный,2
4046,полнокровный,2
4047,полнота,1
4048,полночь,1
4049,полный,2
4050,половина,2
4051,половинчатый,1
4052,положение,2
4053,положительный,2
4054,положить,2
4055,поломать,1
4056,полоса,2
4057,полосатый,1
4058,полоскать,2
4059,полоснуть,2
4060,полосовать,1
4061,полотенце,1
4062,полотнище,2
4063,полотно,2
4064,полу,1
4065,полумертвый,1
4066,полутон,2
4067,получить,2
4068,полушарие,2
4069,полшага,1
4070,полынь,1
4071,полыхать,1
4072,пользоваться,1
4073,полюбить,2
4074,полюбиться,1
4075,полюс,2
4076,поляризовать,1
4077,полярный,2
4078,помазать,2
4079,поманить,1
4080,поменяться,1
4081,померкнуть,2
4082,померкший,2
4083,поместить,2
4084,поместиться,1
4085,поместье,1
4086,помесь,1
4087,помимо,1
4088,поминать,1
4089,помириться,1
4090,помол,1
4091,поморить,1
4092,поморье,1
4093,помост,2
4094,помочи,1
4095,помощь,1
4096,помутиться,1
4097,помятый,1
4098,помять,1
4099,понемногу,1
4100,понести,2
4101,понизу,1
4102,понимать,2
4103,понтон,1
4104,понюхать,1
4105,попасть,2
4106,попасться,1
4107,поперечный,1
4108,попечительство,1
4109,поплавок,1
4110,пополам,1
4111,попользоваться,1
4112,поправить,1
4113,поправиться,2
4114,поправка,2
4115,попросить,1
4116,попутный,1
4117,попытать,1
4118,поражение,1
4119,поразить,2
4120,порвать,1
4121,порваться,1
4122,поредеть,1
4123,порезать,2
4124,порезаться,1
4125,порог,2
4126,порода,2
4127,породистый,1
4128,породниться,1
4129,порок,1
4130,поросенок,2
4131,поросль,2
4132,пороть,1
4133,порскнуть,1
4134,портить,2
4135,портиться,2
4136,портрет,1
4137,портфель,1
4138,порубать,1
4139,порубить,2
4140,порушить,2
4141,порхать,1
4142,поры,1
4143,порывистый,1
4144,порядком,1
4145,порядок,2
4146,порядочный,2
4147,посад,1
4148,посадить,2
4149,посвятить,2
4150,посев,1
4151,поселить,1
4152,поселиться,1
4153,посечь,1
4154,посеять,2
4155,поскакать,2
4156,послание,2
4157,послать,2
4158,последний,2
4159,последовать,1
4160,послужить,1
4161,послушный,2
4162,посмотреть,2
4163,посолить,1
4164,поспеть,1
4165,поспорить,1
4166,посреди,1
4167,пост,1
4168,поставец,2
4169,поставить,2
4170,постановка,2
4171,постный,2
4172,посторонний,2
4173,постоянный,2
4174,постоять,1
4175,пострелять,2
4176,построение,2
4177,построить,2
4178,построиться,1
4179,поступить,2
4180,посушить,1
4181,посчитать,1
4182,посчитаться,1
4183,посыл,1
4184,посыпать,1
4185,посыпаться,2
4186,потерпеть,1
4187,потертый,1
4188,потеря,2
4189,потерянный,1
4190,потерять,1
4191,потеряться,2
4192,потеть,1
4193,потихоньку,2
4194,потный,1
4195,поток,2
4196,потолок,1
4197,потомственный,1
4198,потонуть,2
4199,потопить,2
4200,потоптать,1
4201,поторопиться,1
4202,потравить,2
4203,потребитель,1
4204,потребительский,1
4205,потребовать,1
4206,потрепать,1
4207,потрясти,2
4208,потрястись,1
4209,потухнуть,1
4210,потушить,1
4211,потяг,1
4212,потянуть,2
4213,потянуться,2
4214,поучение,1
4215,поучительный,1
4216,поход,2
4217,похоронить,2
4218,поцарапаться,1
4219,почва,1
4220,почетный,1
4221,почивать,1
4222,почистить,1
4223,почта,1
4224,почувствовать,1
4225,почуять,1
4226,пошевелиться,1
4227,пошлый,1
4228,пощадить,1
4229,пощипать,1
4230,поэма,1
4231,поэтический,2
4232,появиться,1
4233,пояс,2
4234,пра,1
4235,правда,2
4236,праведный,1
4237,правило,2
4238,правильный,2
4239,править,1
4240,правление,1
4241,правнучка,2
4242,право,1
4243,правый,1
4244,прагматизм,1
4245,праздник,2
4246,праздничный,1
4247,праздный,2
4248,практика,2
4249,практический,2
4250,праотец,1
4251,прародитель,1
4252,прах,1
4253,пре,1
4254,пребывать,2
4255,превосходный,1
4256,превратить,1
4257,превратиться,2
4258,пред,1
4259,предательский,2
4260,предварительный,1
4261,преддверие,1
4262,предел,2
4263,предложение,2
4264,предложить,1
4265,предмет,2
4266,предметный,1
4267,предок,1
4268,предостережение,1
4269,предписание,1
4270,предполагать,1
4271,предрассудок,1
4272,председатель,1
4273,представитель,1
4274,представительный,1
4275,представительство,2
4276,представить,2
4277,представиться,2
4278,представление,2
4279,представлять,2
4280,предупредительный,1
4281,прелесть,2
4282,прелюдия,1
4283,премия,1
4284,преподавать,1
4285,преподнести,1
4286,преследовать,2
4287,пресный,1
4288,пресс,1
4289,престол,2
4290,преступный,1
4291,претензия,1
4292,преть,2
4293,префект,1
4294,префектура,1
4295,при,2
4296,прибавить,2
4297,прибавиться,1
4298,прибить,2
4299,прибиться,2
4300,приблизить,2
4301,приблизиться,2
4302,прибор,1
4303,прибрать,1
4304,прибыль,1
4305,привалить,2
4306,привернуть,1
4307,привести,2
4308,приветствие,1
4309,прививка,1
4310,привить,2
4311,привиться,2
4312,привлечь,2
4313,привод,1
4314,привоз,1
4315,приворотить,1
4316,привыкнуть,1
4317,привычный,1
4318,привязать,2
4319,привязаться,2
4320,привязчивый,1
4321,пригасить,1
4322,пригвоздить,1
4323,пригласить,1
4324,приглушенный,1
4325,приглушить,2
4326,приглядеть,2
4327,пригнать,2
4328,приговор,1
4329,пригожий,2
4330,приготовить,1
4331,придавить,1
4332,придвинуться,1
4333,придерживаться,1
4334,придумать,1
4335,прием,2
4336,приемник,2
4337,прижать,2
4338,прижиться,2
4339,призвать,2
4340,признание,1
4341,признать,2
4342,призрак,1
4343,призрачный,1
4344,призыв,2
4345,прийти,2
4346,прикидка,1
4347,прикинуть,1
4348,приклеиться,1
4349,приковать,1
4350,приколоть,2
4351,прикрутить,1
4352,прикрытие,1
4353,прикрыть,2
4354,прикрыться,2
4355,прилегать,1
4356,прилепиться,1
4357,прилечь,2
4358,прилипнуть,2
4359,прилипчивый,1
4360,прилить,1
4361,приложение,1
4362,приложить,2
4363,приложиться,2
4364,прима,2
4365,приманка,1
4366,пример,1
4367,примерный,1
4368,примета,1
4369,приметный,1
4370,примешать,1
4371,примирить,1
4372,примитив,1
4373,примитивный,2
4374,примочка,1
4375,примыкать,1
4376,принадлежать,2
4377,принести,2
4378,принцесса,1
4379,принцип,1
4380,принципиальный,1
4381,принять,2
4382,припереть,2
4383,припечатать,1
4384,приписка,1
4385,приплести,1
4386,приподнятый,1
4387,приподнять,1
4388,приподняться,1
4389,припуск,1
4390,припустить,2
4391,прирасти,2
4392,приращение,1
4393,прирезать,1
4394,природа,2
4395,природный,2
4396,присадить,1
4397,присадка,1
4398,присвистывать,1
4399,присвоить,1
4400,прислушаться,2
4401,присмотреться,2
4402,присоединить,1
4403,присоединиться,1
4404,приставить,1
4405,приставка,1
4406,пристань,2
4407,пристегнуть,1
4408,пристроить,1
4409,пристроиться,1
4410,приступ,1
4411,пристяжка,1
4412,присудить,1
4413,присутствие,1
4414,присутствовать,1
4415,притвор,1
4416,притереться,1
4417,притихнуть,2
4418,приткнуться,2
4419,приток,2
4420,приторный,1
4421,притушить,1
4422,притянуть,2
4423,приударить,1
4424,приукрасить,1
4425,прихватить,2
4426,прихлопнуть,2
4427,прихлынуть,1
4428,приход,1
4429,прицельный,2
4430,прицепиться,2
4431,причал,2
4432,причалить,1
4433,причислить,1
4434,пришить,2
4435,пришлепнуть,1
4436,приютиться,1
4437,про,2
4438,проба,2
4439,пробавляться,1
4440,пробарабанить,1
4441,пробег,2
4442,пробежать,2
4443,пробел,1
4444,пробить,2
4445,пробиться,2
4446,пробка,2
4447,проблеск,1
4448,пробовать,1
4449,пробороздить,1
4450,пробрать,1
4451,пробраться,2
4452,пробренчать,1
4453,пробросить,1
4454,пробудить,1
4455,пробудиться,1
4456,пробурчать,1
4457,провал,1
4458,провалиться,2
4459,провезти,1
4460,проверить,1
4461,провернуть,2
4462,провести,2
4463,проветрить,1
4464,проветриться,2
4465,провизжать,1
4466,провод,1
4467,проводить,2
4468,провозгласить,1
4469,провокация,1
4470,проворачиваться,1
4471,проворковать,1
4472,проворный,1
4473,провыть,1
4474,прогар,1
4475,прогиб,1
4476,проглотить,2
4477,проглядеть,1
4478,прогнать,2
4479,прогон,1
4480,прогореть,2
4481,программа,2
4482,прогреметь,2
4483,прогрессивный,1
4484,прогромыхать,1
4485,прогрохотать,1
4486,прогудеть,2
4487,прогулять,2
4488,продажный,1
4489,продвинуть,1
4490,продвинуться,1
4491,проделать,1
4492,продолбить,1
4493,продрать,1
4494,продрейфовать,1
4495,продукт,2
4496,продуктивный,1
4497,продуть,2
4498,продуценты,1
4499,проездить,2
4500,проект,1
4501,проесть,1
4502,проехать,2
4503,прожарить,2
4504,прожариться,1
4505,прожать,1
4506,прожечь,2
4507,прожилка,1
4508,прожитый,2
4509,проза,1
4510,прозаический,1
4511,прозвонить,2
4512,прозвучать,2
4513,прозрачный,2
4514,проиграть,2
4515,проигрыш,1
4516,произведение,1
4517,произвести,2
4518,производить,1
4519,производство,2
4520,произвол,1
4521,произвольный,1
4522,произношение,1
4523,произойти,1
4524,происходить,1
4525,пройти,2
4526,пройтись,2
4527,прокаркать,1
4528,прокармливаться,1
4529,прокатать,1
4530,прокатить,2
4531,прокатиться,1
4532,прокинуть,2
4533,прокладка,1
4534,проклейка,1
4535,проклятие,1
4536,прокол,2
4537,прокопать,1
4538,прокоптить,2
4539,прокосить,1
4540,прокрутить,2
4541,прокряхтеть,1
4542,прокуковать,1
4543,пролежать,1
4544,пролезть,1
4545,пролет,1
4546,пролетарий,1
4547,пролететь,2
4548,пролить,1
4549,пролиться,1
4550,пролог,1
